Switzerland;SUIPA Competition;O;Reto;Bertschi;09.09.2019;0;;-99;;
Switzerland;SUIPA Competition;O;Gian-Carlo;Besimo;15.08.2020;6;6;;;
Switzerland;SUIPA Competition;O;Gian-Carlo;Besimo;22.08.2020;45;39;;;
Switzerland;SUIPA Competition;O;Gian-Carlo;Besimo;23.08.2020;60;15;;;
Switzerland;SUIPA Competition;O;Gian-Carlo;Besimo;10.10.2020;64;4;;;
Switzerland;SUIPA Competition;O;Gian-Carlo;Besimo;24.10.2020;103;39;;;
Switzerland;SUIPA Competition;O;Gian-Carlo;Besimo;25.10.2020;118;15;;;
Switzerland;SUIPA Competition;O;Gian-Carlo;Besimo;15.11.2020;124;6;;;
Switzerland;SUIPA Competition;O;Gian-Carlo;Besimo;22.11.2020;130;6;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;23.04.2018;100;100;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;28.05.2018;200;100;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;25.06.2018;250;50;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;20.08.2018;400;150;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;17.09.2018;550;150;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;10.12.2018;650;100;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;18.03.2019;700;50;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;15.04.2019;760;60;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;22.04.2019;660;;-100;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;27.05.2019;560;;-100;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;24.06.2019;510;;-50;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;01.07.2019;560;50;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;19.08.2019;410;;-150;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;26.08.2019;385;;-25;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;26.08.2019;410;25;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;02.09.2019;445;35;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;16.09.2019;295;;-150;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;16.09.2019;395;100;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;07.10.2019;445;50;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;28.10.2019;495;50;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;04.11.2019;545;50;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;04.11.2019;495;;-50;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;09.12.2019;395;;-100;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;03.02.2020;495;100;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;18.03.2020;445;;-50;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;08.04.2020;385;;-60;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;13.06.2020;425;40;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;28.06.2020;464;39;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;01.07.2020;414;;-50;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;19.07.2020;429;15;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;02.09.2020;394;;-35;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;12.09.2020;409;15;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;16.09.2020;309;;-100;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;07.10.2020;259;;-50;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;11.10.2020;299;40;;;
Switzerland;SUIPA Competition;O;Stefan;Bigler;28.10.2020;249;;-50;;
Switzerland;SUIPA Competition;O;Niels Cain;Birkmose;16.08.2020;15;15;;;
Switzerland;SUIPA Competition;O;Niels Cain;Birkmose;10.10.2020;55;40;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;11.03.2019;35;35;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;07.10.2019;70;35;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;28.10.2019;170;100;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;11.03.2020;135;;-35;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;14.06.2020;175;40;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;28.06.2020;215;40;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;05.07.2020;314;99;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;19.07.2020;374;60;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;20.09.2020;474;100;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;27.09.2020;624;150;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;07.10.2020;589;;-35;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;17.10.2020;689;100;;;
Switzerland;SUIPA Competition;O;Fabien;Blanc;28.10.2020;589;;-100;;
Switzerland;SUIPA Competition;O;Yohan;Blanchard;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Yohan;Blanchard;12.07.2020;15;15;;;
Switzerland;SUIPA Competition;O;Yvan;Blanchard;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;José Manuel;Blánquez Montoya;26.03.2018;150;150;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;23.04.2018;300;150;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;30.04.2018;450;150;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;07.05.2018;600;150;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;28.05.2018;850;250;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;20.08.2018;900;50;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;03.09.2018;1000;100;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;17.09.2018;1150;150;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;15.10.2018;1325;175;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;26.11.2018;1325;0;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;10.12.2018;1425;100;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;18.03.2019;1575;150;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;25.03.2019;1425;;-150;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;22.04.2019;1275;;-150;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;29.04.2019;1125;;-150;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;27.05.2019;975;;-150;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;05.06.2019;725;;-250;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;24.06.2019;800;75;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;01.07.2019;900;100;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;15.07.2019;1150;250;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;05.08.2019;1250;100;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;19.08.2019;1200;;-50;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;02.09.2019;1450;250;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;02.09.2019;1350;;-100;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;16.09.2019;1200;;-150;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;16.09.2019;1450;250;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;07.10.2019;1550;100;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;14.10.2019;1375;;-175;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;28.10.2019;1525;150;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;25.11.2019;1525;0;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;09.12.2019;1725;200;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;09.12.2019;1625;;-100;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;18.03.2020;1475;;-150;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;14.06.2020;1574;99;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;24.06.2020;1499;;-75;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;28.06.2020;1749;250;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;01.07.2020;1649;;-100;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;05.07.2020;1749;100;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;15.07.2020;1499;;-250;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;05.08.2020;1399;;-100;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;15.08.2020;1439;40;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;22.08.2020;1589;150;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;29.08.2020;1689;100;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;02.09.2020;1439;;-250;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;13.09.2020;1539;100;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;16.09.2020;1289;;-250;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;27.09.2020;1459;170;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;17.10.2020;1559;100;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;25.10.2020;1809;250;;;
Switzerland;SUIPA Competition;O;José Manuel;Bláquez Montoya;28.10.2020;1659;;-150;;
Switzerland;SUIPA Competition;O;Dale;Bof;23.04.2018;25;25;;;
Switzerland;SUIPA Competition;O;Dale;Bof;28.05.2018;60;35;;;
Switzerland;SUIPA Competition;O;Dale;Bof;25.06.2018;160;100;;;
Switzerland;SUIPA Competition;O;Dale;Bof;01.10.2018;210;50;;;
Switzerland;SUIPA Competition;O;Dale;Bof;15.10.2018;215;5;;;
Switzerland;SUIPA Competition;O;Dale;Bof;22.04.2019;190;;-25;;
Switzerland;SUIPA Competition;O;Dale;Bof;27.05.2019;155;;-35;;
Switzerland;SUIPA Competition;O;Dale;Bof;24.06.2019;55;;-100;;
Switzerland;SUIPA Competition;O;Dale;Bof;02.09.2019;155;100;;;
Switzerland;SUIPA Competition;O;Dale;Bof;30.09.2019;105;;-50;;
Switzerland;SUIPA Competition;O;Dale;Bof;14.10.2019;100;;-5;;
Switzerland;SUIPA Competition;O;Dale;Bof;18.11.2019;135;35;;;
Switzerland;SUIPA Competition;O;Dale;Bof;28.06.2020;235;100;;;
Switzerland;SUIPA Competition;O;Dale;Bof;22.08.2020;275;40;;;
Switzerland;SUIPA Competition;O;Dale;Bof;02.09.2020;175;;-100;;
Switzerland;SUIPA Competition;O;Dale;Bof;12.09.2020;215;40;;;
Switzerland;SUIPA Competition;O;Dale;Bof;18.11.2020;180;;-35;;
Switzerland;SUIPA Competition;O;Stefania;Boffa;02.09.2019;150;150;;;
Switzerland;SUIPA Competition;O;Stefania;Boffa;14.06.2020;190;40;;;
Switzerland;SUIPA Competition;O;Stefania;Boffa;28.06.2020;290;100;;;
Switzerland;SUIPA Competition;O;Stefania;Boffa;02.09.2020;140;;-150;;
Switzerland;SUIPA Competition;O;Stefania;Boffa;12.09.2020;180;40;;;
Switzerland;SUIPA Competition;O;Stefania;Boffa;24.10.2020;205;25;;;
Switzerland;SUIPA Competition;O;Adrien;Borel;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Adrien;Borel;12.09.2020;10;10;;;
Switzerland;SUIPA Competition;O;Rolando;Bove;29.04.2019;100;100;;;
Switzerland;SUIPA Competition;O;Rolando;Bove;26.08.2019;85;;-15;;
Switzerland;SUIPA Competition;O;Rolando;Bove;26.08.2019;100;15;;;
Switzerland;SUIPA Competition;O;Rolando;Bove;28.10.2019;115;15;;;
Switzerland;SUIPA Competition;O;Rolando;Bove;29.04.2020;15;;-100;;
Switzerland;SUIPA Competition;O;Rolando;Bove;28.10.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Claudia;Bräm;16.09.2019;5;5;;;
Switzerland;SUIPA Competition;O;Claudia;Bräm;16.09.2020;0;;-5;;
Switzerland;SUIPA Competition;O;Alexandre;Bravard;05.09.2020;15;15;;;
Switzerland;SUIPA Competition;O;Nicolas;Bravard;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Pascal;Brun;07.10.2019;15;15;;;
Switzerland;SUIPA Competition;O;Pascal;Brun;07.10.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Nicolas;Bucher;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;22.04.2018;150;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;07.05.2018;300;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;25.06.2018;450;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;20.08.2018;550;100;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;03.09.2018;600;50;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;17.09.2018;650;50;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;01.10.2018;1000;350;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;15.10.2018;1060;60;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;26.11.2018;1210;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;10.12.2018;1560;350;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;22.04.2019;1410;;-150;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;06.05.2019;1260;;-150;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;17.06.2019;1360;100;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;24.06.2019;1210;;-150;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;01.07.2019;1360;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;15.07.2019;1510;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;19.08.2019;1410;;-100;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;26.08.2019;1360;;-50;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;26.08.2019;1410;50;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;02.09.2019;1510;100;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;02.09.2019;1460;;-50;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;16.09.2019;1410;;-50;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;16.09.2019;1660;250;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;30.09.2019;1310;;-350;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;07.10.2019;1460;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;14.10.2019;1400;;-60;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;28.10.2019;1500;100;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;25.11.2019;1350;;-150;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;09.12.2019;1650;300;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;09.12.2019;1300;;-350;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;14.06.2020;1400;100;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;17.06.2020;1300;;-100;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;28.06.2020;1450;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;01.07.2020;1300;;-150;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;05.07.2020;1400;100;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;15.07.2020;1250;;-150;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;22.08.2020;1350;100;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;02.09.2020;1250;;-100;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;13.09.2020;1350;100;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;16.09.2020;1100;;-250;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;20.09.2020;1200;100;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;27.09.2020;1350;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;07.10.2020;1200;;-150;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;25.10.2020;1350;150;;;
Switzerland;SUIPA Competition;O;Pascal;Burkhart;28.10.2020;1250;;-100;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;23.04.2018;150;150;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;07.05.2018;300;150;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;20.08.2018;400;100;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;03.09.2018;450;50;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;17.09.2018;500;50;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;01.10.2018;850;350;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;15.10.2018;910;60;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;26.11.2018;1060;150;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;10.12.2018;1410;350;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;18.03.2019;1510;100;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;22.04.2019;1360;;-150;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;06.05.2019;1210;;-150;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;17.06.2019;1310;100;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;24.06.2019;1395;85;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;01.07.2019;1545;150;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;15.07.2019;1695;150;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;26.08.2019;1745;50;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;02.09.2019;1695;;-50;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;16.09.2019;1645;;-50;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;30.09.2019;1295;;-350;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;14.10.2019;1235;;-60;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;28.10.2019;1335;100;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;28.10.2019;1235;;-100;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;25.11.2019;1085;;-150;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;09.12.2019;1385;300;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;09.12.2019;1035;;-350;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;31.12.2019;1035;0;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;18.03.2020;935;;-100;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;14.06.2020;1035;100;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;17.06.2020;935;;-100;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;24.06.2020;850;;-85;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;28.06.2020;1000;150;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;01.07.2020;850;;-150;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;05.07.2020;950;100;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;15.07.2020;800;;-150;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;15.08.2020;899;99;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;19.08.2020;799;;-100;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;22.08.2020;899;100;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;26.08.2020;849;;-50;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;29.08.2020;1099;250;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;13.09.2020;1199;100;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;20.09.2020;1299;100;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;27.09.2020;1449;150;;;
Switzerland;SUIPA Competition;O;Patrik;Burkhart;25.10.2020;1599;150;;;
Switzerland;SUIPA Competition;O;Cindy;Cailler;14.06.2020;6;6;;;
Switzerland;SUIPA Competition;O;Cindy;Cailler;05.09.2020;12;6;;;
Switzerland;SUIPA Competition;O;Cindy;Cailler;12.09.2020;15;3;;;
Switzerland;SUIPA Competition;O;Stan;Cailler;23.08.2020;10;10;;;
Switzerland;SUIPA Competition;O;Stan;Cailler;12.09.2020;15;5;;;
Switzerland;SUIPA Competition;O;Ramón;Carrasco;24.06.2019;10;10;;;
Switzerland;SUIPA Competition;O;Ramón;Carrasco;24.06.2020;0;;-10;;
Switzerland;SUIPA Competition;O;Simon;Carrelli;05.09.2020;3;3;;;
Switzerland;SUIPA Competition;O;Juan;Casanova;17.09.2018;100;100;;;
Switzerland;SUIPA Competition;O;Juan;Casanova;11.03.2019;135;35;;;
Switzerland;SUIPA Competition;O;Juan;Casanova;08.04.2019;140;5;;;
Switzerland;SUIPA Competition;O;Juan;Casanova;29.04.2019;155;15;;;
Switzerland;SUIPA Competition;O;Juan;Casanova;16.09.2019;55;;-100;;
Switzerland;SUIPA Competition;O;Juan;Casanova;11.03.2020;20;;-35;;
Switzerland;SUIPA Competition;O;Juan;Casanova;08.04.2020;15;;-5;;
Switzerland;SUIPA Competition;O;Juan;Casanova;29.04.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Juan;Casanova;05.09.2020;6;6;;;
Switzerland;SUIPA Competition;O;Juan;Casanova;12.09.2020;9;3;;;
Switzerland;SUIPA Competition;O;Camilo;Cataldo;06.09.2020;15;15;;;
Switzerland;SUIPA Competition;O;Camilo;Cataldo;19.09.2020;40;25;;;
Switzerland;SUIPA Competition;O;Steve;Cavalli;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Cécile;Cevey;12.09.2020;3;3;;;
Switzerland;SUIPA Competition;O;Mathieu;Chabloz;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Francisco José;Chamut de Diego;07.10.2019;35;35;;;
Switzerland;SUIPA Competition;O;Francisco José;Chamut de Diego;14.06.2020;60;25;;;
Switzerland;SUIPA Competition;O;Francisco José;Chamut de Diego;07.10.2020;25;;-35;;
Switzerland;SUIPA Competition;O;Francisco José;Chamut de Diego;25.10.2020;65;40;;;
Switzerland;SUIPA Competition;O;Thibault;Chancerel;17.09.2018;35;35;;;
Switzerland;SUIPA Competition;O;Thibault;Chancerel;16.09.2019;0;;-35;;
Switzerland;SUIPA Competition;O;Arnaud;Chatagny;05.07.2020;6;6;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;23.04.2018;25;25;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;30.04.2018;60;35;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;30.04.2018;110;50;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;28.05.2018;145;35;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;28.05.2018;395;250;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;03.09.2018;445;50;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;10.09.2018;545;100;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;17.09.2018;795;250;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;15.10.2018;805;10;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;18.03.2019;840;35;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;15.04.2019;855;15;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;22.04.2019;830;;-25;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;29.04.2019;795;;-35;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;29.04.2019;745;;-50;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;27.05.2019;710;;-35;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;27.05.2019;460;;-250;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;02.09.2019;495;35;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;02.09.2019;445;;-50;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;09.09.2019;345;;-100;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;16.09.2019;95;;-250;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;14.10.2019;85;;-10;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;18.03.2020;50;;-35;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;08.04.2020;35;;-15;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;13.06.2020;50;15;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;28.06.2020;90;40;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;16.08.2020;115;25;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;22.08.2020;215;100;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;02.09.2020;180;;-35;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;20.09.2020;279;99;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;11.10.2020;339;60;;;
Switzerland;SUIPA Competition;O;Paul;Cherbin;24.10.2020;378;39;;;
Switzerland;SUIPA Competition;O;Ricardo;Chvatal;20.08.2018;35;35;;;
Switzerland;SUIPA Competition;O;Ricardo;Chvatal;10.09.2018;135;100;;;
Switzerland;SUIPA Competition;O;Ricardo;Chvatal;19.08.2019;100;;-35;;
Switzerland;SUIPA Competition;O;Ricardo;Chvatal;09.09.2019;0;;-100;;
Switzerland;SUIPA Competition;O;Álvaro;Cifuentes Tenorio;07.05.2018;25;25;;;
Switzerland;SUIPA Competition;O;Álvaro;Cifuentes Tenorio;05.06.2019;0;;-25;;
Switzerland;SUIPA Competition;O;Marinelli;Cinzanio;02.02.2020;40;40;;;
Switzerland;SUIPA Competition;O;Raphaël;Cipriani;29.07.2019;15;15;;;
Switzerland;SUIPA Competition;O;Raphaël;Cipriani;16.09.2019;30;15;;;
Switzerland;SUIPA Competition;O;Raphaël;Cipriani;29.07.2020;15;;-15;;
