Switzerland;SUIPA Competition;O;Edouard;Natanson;23.09.2020;46;;-10;;
Switzerland;SUIPA Competition;O;Edouard;Natanson;17.10.2020;52;6;;;
Switzerland;SUIPA Competition;O;Monique;Natanson;05.07.2020;3;3;;;
Switzerland;SUIPA Competition;O;Monique;Natanson;29.07.2020;6;3;;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;09.09.2019;15;15;;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;23.09.2019;25;10;;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;14.06.2020;35;10;;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;28.06.2020;41;6;;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;05.07.2020;45;4;;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;12.07.2020;51;6;;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;19.07.2020;66;15;;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;09.09.2020;51;;-15;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;20.09.2020;57;6;;;
Switzerland;SUIPA Competition;O;Philippe;Natanson;23.09.2020;47;;-10;;
Switzerland;SUIPA Competition;O;Luca;Nava;20.09.2020;40;40;;;
Switzerland;SUIPA Competition;O;Luca;Nava;17.10.2020;55;15;;;
Switzerland;SUIPA Competition;O;Nicolas;Nava;20.09.2020;40;40;;;
Switzerland;SUIPA Competition;O;Nicolas;Nava;17.10.2020;55;15;;;
Switzerland;SUIPA Competition;O;Thomas;Nef;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Norbert;Nemcsek;29.04.2019;35;35;;;
Switzerland;SUIPA Competition;O;Norbert;Nemcsek;17.06.2019;185;150;;;
Switzerland;SUIPA Competition;O;Norbert;Nemcsek;26.08.2019;86;;-99;;
Switzerland;SUIPA Competition;O;Norbert;Nemcsek;26.08.2019;185;99;;;
Switzerland;SUIPA Competition;O;Norbert;Nemcsek;02.09.2019;335;150;;;
Switzerland;SUIPA Competition;O;Norbert;Nemcsek;22.04.2020;300;;-35;;
Switzerland;SUIPA Competition;O;Norbert;Nemcsek;17.06.2020;150;;-150;;
Switzerland;SUIPA Competition;O;Norbert;Nemcsek;02.09.2020;0;;-150;;
Switzerland;SUIPA Competition;O;Norbert;Nemcsek;27.09.2020;400;400;;;
Switzerland;SUIPA Competition;O;Alex;Neuenschwander;16.08.2020;40;40;;;
Switzerland;SUIPA Competition;O;Maximiliano;Nishiuchi;20.08.2018;35;35;;;
Switzerland;SUIPA Competition;O;Maximiliano;Nishiuchi;19.08.2019;0;;-35;;
Switzerland;SUIPA Competition;O;Maximiliano;Nishiuchi;03.02.2020;4;4;;;
Switzerland;SUIPA Competition;O;David;Nogueira;08.04.2019;5;5;;;
Switzerland;SUIPA Competition;O;David;Nogueira;08.04.2020;0;;-5;;
Switzerland;SUIPA Competition;O;Ray;Nötzli;13.06.2020;5;5;;;
Switzerland;SUIPA Competition;O;Oscar;Oca;03.02.2020;15;15;;;
Switzerland;SUIPA Competition;O;Oscar;Oca;05.07.2020;21;6;;;
Switzerland;SUIPA Competition;O;Oscar;Oca;29.08.2020;31;10;;;
Switzerland;SUIPA Competition;O;Oscar;Oca;24.10.2020;46;15;;;
Switzerland;SUIPA Competition;O;Luca;Oggiano;29.04.2019;100;100;;;
Switzerland;SUIPA Competition;O;Luca;Oggiano;24.06.2019;110;10;;;
Switzerland;SUIPA Competition;O;Luca;Oggiano;26.08.2019;95;;-15;;
Switzerland;SUIPA Competition;O;Luca;Oggiano;26.08.2019;110;15;;;
Switzerland;SUIPA Competition;O;Luca;Oggiano;28.10.2019;125;15;;;
Switzerland;SUIPA Competition;O;Luca;Oggiano;29.04.2020;25;;-100;;
Switzerland;SUIPA Competition;O;Luca;Oggiano;24.06.2020;15;;-10;;
Switzerland;SUIPA Competition;O;Luca;Oggiano;28.10.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Alberto;Osorio ;06.09.2020;39;39;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;23.04.2018;100;100;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;28.05.2018;200;100;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;25.06.2018;250;50;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;20.08.2018;400;150;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;17.09.2018;550;150;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;15.10.2018;560;10;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;18.03.2019;595;35;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;18.03.2019;645;50;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;15.04.2019;705;60;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;22.04.2019;740;35;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;22.04.2019;640;;-100;;
Switzerland;SUIPA Competition;O;Ante;Palesko;27.05.2019;540;;-100;;
Switzerland;SUIPA Competition;O;Ante;Palesko;24.06.2019;490;;-50;;
Switzerland;SUIPA Competition;O;Ante;Palesko;19.08.2019;340;;-150;;
Switzerland;SUIPA Competition;O;Ante;Palesko;16.09.2019;190;;-150;;
Switzerland;SUIPA Competition;O;Ante;Palesko;16.09.2019;290;100;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;16.09.2019;325;35;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;07.10.2019;375;50;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;14.10.2019;365;;-10;;
Switzerland;SUIPA Competition;O;Ante;Palesko;04.11.2019;415;50;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;03.02.2020;515;100;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;18.03.2020;480;;-35;;
Switzerland;SUIPA Competition;O;Ante;Palesko;18.03.2020;430;;-50;;
Switzerland;SUIPA Competition;O;Ante;Palesko;08.04.2020;370;;-60;;
Switzerland;SUIPA Competition;O;Ante;Palesko;22.04.2020;335;;-35;;
Switzerland;SUIPA Competition;O;Ante;Palesko;13.06.2020;375;40;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;28.06.2020;414;39;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;05.07.2020;514;100;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;19.07.2020;529;15;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;29.08.2020;569;40;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;16.09.2020;469;;-100;;
Switzerland;SUIPA Competition;O;Ante;Palesko;16.09.2020;434;;-35;;
Switzerland;SUIPA Competition;O;Ante;Palesko;07.10.2020;384;;-50;;
Switzerland;SUIPA Competition;O;Ante;Palesko;11.10.2020;424;40;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;24.10.2020;484;60;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;25.10.2020;544;60;;;
Switzerland;SUIPA Competition;O;Ante;Palesko;04.11.2020;494;;-50;;
Switzerland;SUIPA Competition;O;Dominik;Palesko;18.03.2019;35;35;;;
Switzerland;SUIPA Competition;O;Dominik;Palesko;18.03.2020;0;;-35;;
Switzerland;SUIPA Competition;O;Ico;Palesko;18.03.2019;15;15;;;
Switzerland;SUIPA Competition;O;Ico;Palesko;18.03.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Iván;Palesko;18.03.2019;15;15;;;
Switzerland;SUIPA Competition;O;Iván;Palesko;18.03.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;07.05.2018;50;50;;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;07.05.2018;100;50;;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;11.03.2019;250;150;;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;08.04.2019;355;105;;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;05.06.2019;305;;-50;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;05.06.2019;255;;-50;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;24.06.2019;275;20;;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;23.09.2019;280;5;;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;11.03.2020;130;;-150;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;08.04.2020;25;;-105;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;24.06.2020;5;;-20;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;23.09.2020;0;;-5;;
Switzerland;SUIPA Competition;O;Álvaro;Paniagua López;27.09.2020;60;60;;;
Switzerland;SUIPA Competition;O;Jens;Pauwels;27.09.2020;100;100;;;
Switzerland;SUIPA Competition;O;Jens;Pauwels;31.10.2020;139;39;;;
Switzerland;SUIPA Competition;O;Loic;Payraudeau;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Loic;Payraudeau;19.09.2020;60;60;;;
Switzerland;SUIPA Competition;O;Loic;Payraudeau;17.10.2020;100;40;;;
Switzerland;SUIPA Competition;O;Bart;Peeters;08.04.2019;10;10;;;
Switzerland;SUIPA Competition;O;Bart;Peeters;08.04.2020;0;;-10;;
Switzerland;SUIPA Competition;O;Eduardo;Pérez;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Eduardo;Pérez;05.07.2020;10;10;;;
Switzerland;SUIPA Competition;O;Eduardo;Pérez;30.08.2020;50;40;;;
Switzerland;SUIPA Competition;O;Eduardo;Pérez;13.09.2020;75;25;;;
Switzerland;SUIPA Competition;O;Eduardo;Pérez;10.10.2020;100;25;;;
Switzerland;SUIPA Competition;O;Eduardo;Pérez;22.11.2020;125;25;;;
Switzerland;SUIPA Competition;O;David;Peréz González;02.09.2019;100;100;;;
Switzerland;SUIPA Competition;O;David;Peréz González;07.10.2019;200;100;;;
Switzerland;SUIPA Competition;O;David;Peréz González;13.06.2020;300;100;;;
Switzerland;SUIPA Competition;O;David;Peréz González;14.06.2020;360;60;;;
Switzerland;SUIPA Competition;O;David;Peréz González;02.09.2020;260;;-100;;
Switzerland;SUIPA Competition;O;David;Peréz González;07.10.2020;160;;-100;;
Switzerland;SUIPA Competition;O;David;Peréz González;24.10.2020;260;100;;;
Switzerland;SUIPA Competition;O;David;Peréz González;25.10.2020;359;99;;;
Switzerland;SUIPA Competition;O;Miguel;Pérez;13.06.2020;6;6;;;
Switzerland;SUIPA Competition;O;Miguel;Pérez;25.07.2020;12;6;;;
Switzerland;SUIPA Competition;O;Miguel;Pérez;15.08.2020;16;4;;;
Switzerland;SUIPA Competition;O;Miguel;Pérez;10.10.2020;21;5;;;
Switzerland;SUIPA Competition;O;Miguel;Pérez;24.10.2020;25;4;;;
Switzerland;SUIPA Competition;O;Miguel;Pérez;21.11.2020;29;4;;;
Switzerland;SUIPA Competition;O;Silvia;Pérez;25.07.2020;5;5;;;
Switzerland;SUIPA Competition;O;Silvia;Pérez;23.08.2020;9;4;;;
Switzerland;SUIPA Competition;O;Laura;Pernot;12.07.2020;15;15;;;
Switzerland;SUIPA Competition;O;Laura;Pernot;19.09.2020;55;40;;;
Switzerland;SUIPA Competition;O;Rafael;Perren;29.08.2020;6;6;;;
Switzerland;SUIPA Competition;O;Rafael;Perren;10.10.2020;12;6;;;
Switzerland;SUIPA Competition;O;Rafael;Perren;21.11.2020;18;6;;;
Switzerland;SUIPA Competition;O;Rafael;Perren;22.11.2020;33;15;;;
Switzerland;SUIPA Competition;O;Masao;Perret;09.08.2020;25;25;;;
Switzerland;SUIPA Competition;O;Masao;Perret;16.08.2020;65;40;;;
Switzerland;SUIPA Competition;O;Denis;Perritaz;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Denis;Perritaz;14.06.2020;15;15;;;
Switzerland;SUIPA Competition;O;Nicolas;Petcoff;08.04.2019;10;10;;;
Switzerland;SUIPA Competition;O;Nicolas;Petcoff;08.04.2020;0;;-10;;
Switzerland;SUIPA Competition;O;Thibaud;Piancastelli;26.07.2020;40;40;;;
Switzerland;SUIPA Competition;O;David;Pinto;11.03.2019;35;35;;;
Switzerland;SUIPA Competition;O;David;Pinto;26.08.2019;85;50;;;
Switzerland;SUIPA Competition;O;David;Pinto;26.08.2019;35;;-50;;
Switzerland;SUIPA Competition;O;David;Pinto;23.09.2019;134;99;;;
Switzerland;SUIPA Competition;O;David;Pinto;18.11.2019;184;50;;;
Switzerland;SUIPA Competition;O;David;Pinto;11.03.2020;149;;-35;;
Switzerland;SUIPA Competition;O;David;Pinto;14.06.2020;174;25;;;
Switzerland;SUIPA Competition;O;David;Pinto;28.06.2020;189;15;;;
Switzerland;SUIPA Competition;O;David;Pinto;19.07.2020;229;40;;;
Switzerland;SUIPA Competition;O;David;Pinto;06.09.2020;289;60;;;
Switzerland;SUIPA Competition;O;David;Pinto;13.09.2020;349;60;;;
Switzerland;SUIPA Competition;O;David;Pinto;23.09.2020;250;;-99;;
Switzerland;SUIPA Competition;O;David;Pinto;27.09.2020;499;249;;;
Switzerland;SUIPA Competition;O;David;Pinto;11.10.2020;524;25;;;
Switzerland;SUIPA Competition;O;David;Pinto;17.10.2020;623;99;;;
Switzerland;SUIPA Competition;O;David;Pinto;18.11.2020;573;;-50;;
Switzerland;SUIPA Competition;O;Daniel;Pose;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;26.03.2018;350;350;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;23.04.2018;700;350;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;07.05.2018;1050;350;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;07.05.2018;1150;100;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;20.08.2018;1250;100;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;17.09.2018;1600;350;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;25.03.2019;1250;;-350;;
Switzerland;SUIPA Competition;O;Yohann;Potron;22.04.2019;900;;-350;;
Switzerland;SUIPA Competition;O;Yohann;Potron;29.04.2019;1050;150;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;05.06.2019;700;;-350;;
Switzerland;SUIPA Competition;O;Yohann;Potron;05.06.2019;600;;-100;;
Switzerland;SUIPA Competition;O;Yohann;Potron;17.06.2019;950;350;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;05.08.2019;1100;150;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;19.08.2019;1000;;-100;;
Switzerland;SUIPA Competition;O;Yohann;Potron;16.09.2019;650;;-350;;
Switzerland;SUIPA Competition;O;Yohann;Potron;23.09.2019;800;150;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;07.10.2019;1050;250;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;09.12.2019;1550;500;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;22.04.2020;1400;;-150;;
Switzerland;SUIPA Competition;O;Yohann;Potron;17.06.2020;1050;;-350;;
Switzerland;SUIPA Competition;O;Yohann;Potron;05.07.2020;1200;150;;;
Switzerland;SUIPA Competition;O;Yohann;Potron;05.08.2020;1050;;-150;;
Switzerland;SUIPA Competition;O;Yohann;Potron;23.09.2020;900;;-150;;
Switzerland;SUIPA Competition;O;Yohann;Potron;07.10.2020;650;;-250;;
Switzerland;SUIPA Competition;O;Javier;Preussler Griss;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Javier;Preussler Griss;28.06.2020;25;25;;;
Switzerland;SUIPA Competition;O;Javier;Preussler Griss;26.07.2020;40;15;;;
Switzerland;SUIPA Competition;O;Javier;Preussler Griss;16.08.2020;46;6;;;
Switzerland;SUIPA Competition;O;Javier;Preussler Griss;30.08.2020;71;25;;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;23.04.2018;100;100;;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;20.08.2018;199;99;;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;03.09.2018;234;35;;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;22.04.2019;284;50;;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;22.04.2019;184;;-100;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;19.08.2019;85;;-99;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;02.09.2019;50;;-35;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;22.04.2020;0;;-50;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;13.06.2020;39;39;;;
Switzerland;SUIPA Competition;O;Cristian;Prieto;22.08.2020;79;40;;;
Switzerland;SUIPA Competition;O;Sandro;Pucino;25.07.2020;3;3;;;
Switzerland;SUIPA Competition;O;Cristóbal;Puertas;10.12.2018;50;50;;;
Switzerland;SUIPA Competition;O;Cristóbal;Puertas;16.09.2019;84;34;;;
Switzerland;SUIPA Competition;O;Cristóbal;Puertas;09.12.2019;34;;-50;;
Switzerland;SUIPA Competition;O;Cristóbal;Puertas;16.09.2020;0;;-34;;
Switzerland;SUIPA Competition;O;Javier;Puertas;23.04.2018;100;100;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;28.05.2018;199;99;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;20.08.2018;234;35;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;03.09.2018;269;35;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;01.10.2018;519;250;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;26.11.2018;569;50;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;10.12.2018;604;35;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;15.04.2019;709;105;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;22.04.2019;609;;-100;;
Switzerland;SUIPA Competition;O;Javier;Puertas;27.05.2019;510;;-99;;
Switzerland;SUIPA Competition;O;Javier;Puertas;24.06.2019;585;75;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;15.07.2019;685;100;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;05.08.2019;735;50;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;19.08.2019;700;;-35;;
Switzerland;SUIPA Competition;O;Javier;Puertas;26.08.2019;600;;-100;;
Switzerland;SUIPA Competition;O;Javier;Puertas;26.08.2019;700;100;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;02.09.2019;735;35;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;02.09.2019;700;;-35;;
Switzerland;SUIPA Competition;O;Javier;Puertas;30.09.2019;450;;-250;;
Switzerland;SUIPA Competition;O;Javier;Puertas;07.10.2019;549;99;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;25.11.2019;499;;-50;;
Switzerland;SUIPA Competition;O;Javier;Puertas;09.12.2019;464;;-35;;
Switzerland;SUIPA Competition;O;Javier;Puertas;03.02.2020;524;60;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;08.04.2020;419;;-105;;
Switzerland;SUIPA Competition;O;Javier;Puertas;24.06.2020;344;;-75;;
Switzerland;SUIPA Competition;O;Javier;Puertas;05.07.2020;384;40;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;15.07.2020;284;;-100;;
Switzerland;SUIPA Competition;O;Javier;Puertas;25.07.2020;324;40;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;05.08.2020;274;;-50;;
Switzerland;SUIPA Competition;O;Javier;Puertas;22.08.2020;374;100;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;29.08.2020;434;60;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;02.09.2020;399;;-35;;
Switzerland;SUIPA Competition;O;Javier;Puertas;12.09.2020;459;60;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;24.10.2020;499;40;;;
Switzerland;SUIPA Competition;O;Javier;Puertas;25.10.2020;599;100;;;
Switzerland;SUIPA Competition;O;Raimundo;Gregory;17.10.2020;10;10;;;
Switzerland;SUIPA Competition;O;Fernando;Ramos Castelo;12.09.2020;6;6;;;
Switzerland;SUIPA Competition;O;Rey;Gaëlle;09.08.2020;14;14;;;
Switzerland;SUIPA Competition;O;Rey;Gaëlle;06.09.2020;74;60;;;
Switzerland;SUIPA Competition;O;Gaëlle;Rey;12.09.2020;89;15;;;
Switzerland;SUIPA Competition;O;Gaëlle;Rey;11.10.2020;114;25;;;
Switzerland;SUIPA Competition;O;Gaëlle;Rey;17.10.2020;129;15;;;
Switzerland;SUIPA Competition;O;Lucie;Rey;05.07.2020;10;10;;;
Switzerland;SUIPA Competition;O;Lucie;Rey;09.08.2020;25;15;;;
Switzerland;SUIPA Competition;O;Lucie;Rey;12.09.2020;40;15;;;
Switzerland;SUIPA Competition;O;Lucie;Rey;17.10.2020;55;15;;;
Switzerland;SUIPA Competition;O;Cedric;Richard;27.09.2020;40;40;;;
Switzerland;SUIPA Competition;O;Cedric;Richard;31.10.2020;55;15;;;
Switzerland;SUIPA Competition;O;Lenny;Riillo;13.06.2020;4;4;;;
Switzerland;SUIPA Competition;O;Andrea;Robledo González;23.04.2018;100;100;;;
Switzerland;SUIPA Competition;O;Andrea;Robledo González;22.04.2019;0;;-100;;
Switzerland;SUIPA Competition;O;Quentin;Roch;27.09.2020;150;150;;;
Switzerland;SUIPA Competition;O;Fabien;Rochat;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Stephane;Rod;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Stephane;Rod;04.11.2019;35;35;;;
Switzerland;SUIPA Competition;O;Stephane;Rod;17.10.2020;75;40;;;
Switzerland;SUIPA Competition;O;Stephane;Rod;04.11.2020;40;;-35;;
Switzerland;SUIPA Competition;O;Stephane;Rod;31.10.2020;140;100;;;
Switzerland;SUIPA Competition;O;Pedro;Rodríguez Díaz;29.07.2019;100;100;;;
Switzerland;SUIPA Competition;O;Pedro;Rodríguez Díaz;05.08.2019;199;99;;;
Switzerland;SUIPA Competition;O;Pedro;Rodríguez Díaz;16.09.2019;249;50;;;
Switzerland;SUIPA Competition;O;Pedro;Rodríguez Díaz;05.07.2020;274;25;;;
Switzerland;SUIPA Competition;O;Pedro;Rodríguez Díaz;29.07.2020;174;;-100;;
Switzerland;SUIPA Competition;O;Pedro;Rodríguez Díaz;05.08.2020;75;;-99;;
Switzerland;SUIPA Competition;O;Pedro;Rodríguez Díaz;12.09.2020;100;25;;;
Switzerland;SUIPA Competition;O;Pedro;Rodríguez Díaz;16.09.2020;50;;-50;;
Switzerland;SUIPA Competition;O;José;Rodríguez Sánchez;20.09.2020;5;5;;;
Switzerland;SUIPA Competition;O;José;Rodríguez Sánchez;10.10.2020;20;15;;;
Switzerland;SUIPA Competition;O;José;Rodríguez Sánchez;24.10.2020;26;6;;;
Switzerland;SUIPA Competition;O;José;Rodríguez Sánchez;25.10.2020;32;6;;;
Switzerland;SUIPA Competition;O;José;Rodríguez Sánchez;21.11.2020;38;6;;;
Switzerland;SUIPA Competition;O;Oscar;Rohr;13.06.2020;4;4;;;
Switzerland;SUIPA Competition;O;Victor;Rohr;13.06.2020;4;4;;;
Switzerland;SUIPA Competition;O;Daniel;Rosendo;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Daniel;Rosendo;05.07.2020;15;15;;;
Switzerland;SUIPA Competition;O;Daniel;Rosendo;29.07.2020;21;6;;;
Switzerland;SUIPA Competition;O;Daniel;Rosendo;05.09.2020;27;6;;;
Switzerland;SUIPA Competition;O;Philippe;Ruch;30.04.2018;35;35;;;
Switzerland;SUIPA Competition;O;Philippe;Ruch;29.04.2019;0;;-35;;
Switzerland;SUIPA Competition;O;Daniel;Rupli;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Roger;Rusca;17.09.2018;50;50;;;
Switzerland;SUIPA Competition;O;Roger;Rusca;16.09.2019;0;;-50;;
Switzerland;SUIPA Competition;O;José Manuel;Salguero;07.10.2019;25;25;;;
Switzerland;SUIPA Competition;O;José Manuel;Salguero;03.02.2020;35;10;;;
Switzerland;SUIPA Competition;O;José Manuel;Salguero;14.06.2020;45;10;;;
Switzerland;SUIPA Competition;O;José Manuel;Salguero;07.10.2020;20;;-25;;
Switzerland;SUIPA Competition;O;Belén;Sánchez Lechado;06.09.2020;25;25;;;
Switzerland;SUIPA Competition;O;Rafael;Sánchez;29.04.2019;25;25;;;
Switzerland;SUIPA Competition;O;Rafael;Sánchez;04.11.2019;40;15;;;
Switzerland;SUIPA Competition;O;Rafael;Sánchez;29.04.2020;15;;-25;;
Switzerland;SUIPA Competition;O;Rafael;Sánchez;04.11.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Pablo;Santaella Barcos;23.04.2018;250;250;;;
Switzerland;SUIPA Competition;O;Pablo;Santaella Barcos;22.04.2019;0;;-250;;
Switzerland;SUIPA Competition;O;Alessio;Santo;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;23.04.2018;100;100;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;28.05.2018;150;50;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;20.08.2018;185;35;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;03.09.2018;220;35;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;01.10.2018;319;99;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;15.10.2018;324;5;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;26.11.2018;424;100;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;18.03.2019;523;99;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;15.04.2019;628;105;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;22.04.2019;528;;-100;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;27.05.2019;478;;-50;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;17.06.2019;628;150;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;01.07.2019;728;100;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;15.07.2019;763;35;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;19.08.2019;728;;-35;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;26.08.2019;878;150;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;02.09.2019;978;100;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;02.09.2019;943;;-35;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;30.09.2019;844;;-99;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;07.10.2019;694;;-150;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;07.10.2019;844;150;;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;14.10.2019;839;;-5;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;25.11.2019;739;;-100;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;18.03.2020;640;;-99;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;08.04.2020;535;;-105;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;17.06.2020;385;;-150;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;01.07.2020;285;;-100;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;15.07.2020;250;;-35;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;26.08.2020;100;;-150;;
Switzerland;SUIPA Competition;O;Gonçalo;Santos;02.09.2020;0;;-100;;
Switzerland;SUIPA Competition;O;Severin;Sapina;03.02.2020;15;15;;;
Switzerland;SUIPA Competition;O;Severin;Sapina;03.02.2020;40;25;;;
Switzerland;SUIPA Competition;O;Severin;Sapina;13.06.2020;50;10;;;
Switzerland;SUIPA Competition;O;Severin;Sapina;14.06.2020;65;15;;;
Switzerland;SUIPA Competition;O;Severin;Sapina;16.08.2020;75;10;;;
Switzerland;SUIPA Competition;O;Severin;Sapina;30.08.2020;90;15;;;
Switzerland;SUIPA Competition;O;Severin;Sapina;13.09.2020;130;40;;;
